"","tAccMean","tAccStd","tJerkMean","tJerkSD","tGyroMean","tGyroSD","tGyroJerkMean","tGyroJerkMagSD","fAccMean","fAccSD","fAccMeanFreq","fJerkMean","fJerkSD","fJerkMeanFreq","fGyroMean","fGyroSD","fGyroMeanFreq","fGyroJerkMean","fGyroJerkSD","fGyroJerkMeanFreq","fAccSkewness","fJerkSkewness","fGyroSkewness","fGyroJerkSkewness","fAccKurtosis","fJerkKurtosis","fGyroKurtosis","fGyroJerkKurtosis","angleAccGravity","angleJerkGravity","angleGyroGravity","angleGyroJerkGravity","angleXGravity","angleYGravity","angleZGravity","subject","activity"
"3976",-0.99639949,-0.9963953,-0.99473469,-0.99886206,-0.99417112,-0.99421386,-0.99721881,-0.99822046,-0.99626136,-0.99619327,0.39447154,-0.74371853,-0.92995824,-0.99828156,-0.99874079,0.56544748,-0.80583365,-0.9446072,-0.99544288,-0.99409403,-0.021649495,-0.42746319,-0.77171532,-0.99794126,-0.9984625,0.47158319,-0.79527421,-0.92578269,-0.19203405,-0.053721523,0.6499985,-0.14740227,-0.65132421,0.29927956,0.15224462,21,"standing"
"3977",-0.99572811,-0.99613533,-0.9972064,-0.99944341,-0.99142506,-0.99238374,-0.9966472,-0.99749666,-0.99760416,-0.9947443,0.19083887,-0.53624325,-0.84172506,-0.9988283,-0.99952753,0.65327987,-0.97216005,-0.98255033,-0.99325452,-0.99284182,0.041230285,-0.51029224,-0.81834131,-0.99711179,-0.99798871,0.56186226,-0.75598518,-0.93418583,0.090468673,0.096550004,0.71341699,-0.15953735,-0.6504996,0.2996647,0.15268448,21,"standing"
"3978",-0.99315972,-0.99248199,-0.99676864,-0.99820401,-0.98942567,-0.98973899,-0.9947989,-0.99545025,-0.99522246,-0.99084666,0.075506534,-0.29658381,-0.60012712,-0.99745812,-0.99826024,0.55626368,-0.88321148,-0.96762812,-0.99101038,-0.99036531,0.02168667,-0.5221433,-0.80238793,-0.99507803,-0.99600591,0.34390705,-0.81786197,-0.97898044,0.062580609,0.75081921,0.51134607,0.25190555,-0.65161908,0.29883843,0.15256505,21,"standing"
"3979",-0.98834345,-0.9888432,-0.99190007,-0.99193298,-0.98778102,-0.98718956,-0.9937261,-0.99519468,-0.98780968,-0.99034286,0.23648297,-0.68342494,-0.91118148,-0.99056523,-0.99263674,0.36543877,-0.64639185,-0.88990712,-0.98968583,-0.98741906,-0.079604499,-0.44152858,-0.78852498,-0.99451983,-0.99621377,0.55716328,-0.84466308,-0.98754447,-0.071044703,-0.21321176,-0.06683007,0.67711212,-0.65594557,0.29680489,0.15027486,21,"standing"
"3980",-0.98549865,-0.98785092,-0.98835958,-0.99162439,-0.98861138,-0.98771388,-0.9953047,-0.99640422,-0.98695094,-0.98938118,0.26061395,-0.52535645,-0.75292526,-0.98971433,-0.99379212,0.50211295,-0.73841518,-0.92379967,-0.99119958,-0.98725816,-0.14846145,-0.30825771,-0.69135317,-0.99582786,-0.99717604,0.57921398,-0.61374997,-0.86034285,0.11858271,-0.45937852,-0.31629683,-0.67044875,-0.65718765,0.29637043,0.14937851,21,"standing"
"3981",-0.98914448,-0.98925826,-0.99087659,-0.99431828,-0.9933012,-0.99253381,-0.99745346,-0.99793823,-0.99017579,-0.9892708,0.19621479,-0.34093737,-0.64103834,-0.99326529,-0.99483503,0.61022917,-0.59499792,-0.85851785,-0.99430294,-0.99233627,0.03688233,-0.19361903,-0.51495178,-0.99783051,-0.99789842,0.34803836,-0.5882466,-0.84438829,0.094352129,0.18500781,-0.52328037,-0.25594869,-0.65523894,0.29769897,0.14975725,21,"standing"
"3982",-0.99300928,-0.99229055,-0.99386333,-0.99567147,-0.99673906,-0.99674753,-0.99873447,-0.99915726,-0.9933391,-0.99175937,0.17020792,-0.63834859,-0.91020286,-0.99510784,-0.99518203,0.43198818,-0.65773724,-0.90461453,-0.99746331,-0.99656465,0.0056654512,-0.66231876,-0.90602166,-0.99903263,-0.99910728,0.50355096,-0.74418191,-0.95463304,-0.17301577,0.3801564,-0.5427126,0.17387891,-0.654702,0.29831231,0.14946577,21,"standing"
"3983",-0.99514921,-0.99348868,-0.99472187,-0.99634871,-0.99751234,-0.99806464,-0.9986194,-0.99865789,-0.99407646,-0.99309804,0.32285635,-0.32019114,-0.62936912,-0.9961448,-0.99528489,0.44783273,-0.41239324,-0.74358528,-0.99866695,-0.99773786,0.24042354,-0.33854748,-0.67673606,-0.9985702,-0.9985266,0.48446671,-0.38707599,-0.5866764,0.16316719,-0.063635828,0.062671659,0.57620649,-0.65303131,0.29880197,0.15082572,21,"standing"
"3984",-0.99729197,-0.99780115,-0.99341502,-0.99463547,-0.99670936,-0.99707641,-0.9973828,-0.99770546,-0.99731188,-0.99780202,0.72877309,-0.58721111,-0.79310168,-0.99373383,-0.99490038,0.71755719,-0.7539781,-0.9515991,-0.99720178,-0.99733611,0.35751107,-0.37401598,-0.60833677,-0.99776076,-0.99739833,0.41726975,-0.45754876,-0.81479638,0.088992389,-0.57487983,-0.43253543,0.7193712,-0.65206677,0.29904252,0.15167467,21,"standing"
"3985",-0.99595204,-0.99706499,-0.99165559,-0.99304573,-0.99458219,-0.99534429,-0.99580004,-0.99690811,-0.9957042,-0.99800534,0.62051763,-0.98170603,-0.99922171,-0.99147067,-0.99453464,0.80895903,-0.76959477,-0.93950332,-0.99518782,-0.99616824,0.3285577,-0.63265054,-0.87353018,-0.99672675,-0.99703016,0.41052719,-0.62972312,-0.90816213,-0.13774349,-0.46779177,-0.80000837,0.76356807,-0.65319336,0.29864219,0.15087265,21,"standing"
"3986",-0.9947588,-0.99393419,-0.99005146,-0.98997736,-0.99322331,-0.9949241,-0.99402603,-0.99655431,-0.99210353,-0.99556952,0.59898822,-0.90409964,-0.97655294,-0.98926913,-0.98968614,0.30592381,-0.60933005,-0.88617176,-0.99489508,-0.99569923,0.39416164,-0.59815573,-0.855461,-0.99610756,-0.99720812,0.6447455,-0.79113119,-0.94676133,0.27404664,0.11075816,0.72155337,0.32629203,-0.65378553,0.29852726,0.15029819,21,"standing"
"3987",-0.99110437,-0.98814117,-0.98515301,-0.98751672,-0.98916184,-0.98750487,-0.9890568,-0.9891123,-0.98598438,-0.99066088,0.47853568,-0.5840239,-0.8128179,-0.98662233,-0.98748941,0.38883064,-0.35815315,-0.687666,-0.98834008,-0.98885059,0.21986647,0.023819455,-0.27742791,-0.99012355,-0.98809597,0.12157516,0.14395699,-0.3010242,0.30820213,-0.27404474,0.37531364,-0.55309332,-0.65377977,0.29823475,0.15077087,21,"standing"
"3988",-0.98885898,-0.98845775,-0.98404408,-0.98989713,-0.98961512,-0.98669708,-0.99016338,-0.98815704,-0.98675735,-0.99053533,0.44362232,-0.72868705,-0.91599904,-0.9884924,-0.99075261,0.51454727,-0.43473463,-0.7278615,-0.98819432,-0.98769116,0.21624471,-0.011659768,-0.29337984,-0.9896848,-0.98655523,-0.0086768578,0.25480227,-0.13777533,-0.013761267,-0.37172008,-0.48395871,-0.12422193,-0.65444267,0.29795776,0.15036414,21,"standing"
"3989",-0.92137592,-0.89726981,-0.97221108,-0.96213364,-0.92112508,-0.92762509,-0.97574161,-0.97557332,-0.93635755,-0.89466955,-0.23605037,0.66361545,0.55126224,-0.9579227,-0.96692413,0.21193147,-0.45961198,-0.782088,-0.93884122,-0.93225575,-0.30585281,-0.50137658,-0.83397745,-0.97376809,-0.97963773,0.32687682,-0.60817804,-0.88167253,0.040761712,0.18264826,-0.12491881,0.72741957,-0.61088232,0.32411913,0.164249,21,"standing"
"3990",-0.98216737,-0.97222434,-0.9864649,-0.98790591,-0.95821402,-0.95804949,-0.98695581,-0.98850023,-0.97093934,-0.97627697,0.13867529,-0.52342285,-0.8443519,-0.98694985,-0.98795946,0.34716159,-0.39072533,-0.69744383,-0.97257408,-0.95630613,-0.36745971,0.21409478,-0.092425486,-0.98790496,-0.98982935,0.28366372,-0.30138096,-0.55886525,0.54329456,-0.19701166,-0.2174235,-0.10679149,-0.61224164,0.31599976,0.17499873,21,"standing"
"3991",-0.97408564,-0.97077325,-0.98433101,-0.98519573,-0.96612708,-0.9591965,-0.986594,-0.98756571,-0.97994158,-0.96931657,0.014917519,0.50870743,0.36294795,-0.98447284,-0.98453918,0.31838233,-0.39175921,-0.6806829,-0.97095759,-0.9586126,-0.39149459,-0.27238992,-0.67593694,-0.98786345,-0.98760905,0.041623503,0.098601572,-0.21268934,-0.030977403,-0.069153023,0.21082753,-0.20437136,-0.61114884,0.31563025,0.1768335,21,"standing"
"3992",-0.94598832,-0.96786238,-0.98053217,-0.98491292,-0.95729742,-0.95508778,-0.98469282,-0.98699406,-0.97448494,-0.96802804,-0.25745541,-0.35633946,-0.70237208,-0.98220727,-0.98803149,0.42535981,-0.70971797,-0.91729761,-0.96706801,-0.95498258,-0.3064563,-0.20855948,-0.59408414,-0.98683376,-0.98772009,0.25340634,-0.34816572,-0.69867128,0.0058023166,0.65097085,0.35184828,0.20641745,-0.60167914,0.31948306,0.1824653,21,"standing"
"3993",-0.94325253,-0.9567869,-0.98086933,-0.98665668,-0.95302935,-0.96371243,-0.98545149,-0.98970943,-0.96678701,-0.95704767,-0.38852673,-0.31256278,-0.64251319,-0.98463723,-0.98869354,0.60628347,-0.6669917,-0.88196028,-0.97172334,-0.96444475,-0.34966964,-0.37594093,-0.74197093,-0.98895747,-0.99117427,0.39162323,-0.7556125,-0.94985375,-0.00063615025,0.06850408,0.21809967,0.13603772,-0.58201212,0.32756875,0.19387592,21,"standing"
"3994",-0.94297918,-0.9528649,-0.97972763,-0.98407006,-0.94755636,-0.96461802,-0.98267021,-0.98557302,-0.96359267,-0.95338248,-0.29043166,-0.20876856,-0.54936164,-0.98204613,-0.9859888,0.5874836,-0.75387749,-0.93029012,-0.97197331,-0.96558258,-0.31780814,-0.35341357,-0.70191734,-0.98434989,-0.98812613,0.22035365,-0.52181362,-0.78877592,0.059776979,-0.29755376,-0.30064834,-0.98511609,-0.57766526,0.32933383,0.19639978,21,"standing"
"3995",-0.94488418,-0.96313071,-0.98571943,-0.98510455,-0.95898643,-0.95305441,-0.98597477,-0.98455662,-0.96915175,-0.96432858,-0.28639039,-0.4270546,-0.76578629,-0.98398752,-0.98540113,0.28404793,-0.46348098,-0.74710362,-0.96995553,-0.95088564,-0.47865923,-0.014391928,-0.40256352,-0.9841696,-0.98581199,0.054174192,-0.3175502,-0.66896384,0.032027855,-0.20516476,0.0297801,0.2068227,-0.58022804,0.32996975,0.19259897,21,"standing"
"3996",-0.96449561,-0.9778463,-0.9911603,-0.99426817,-0.9726038,-0.96434973,-0.98940608,-0.99151196,-0.98541893,-0.97604258,-0.20832696,-0.0075722379,-0.32561925,-0.99353538,-0.99416028,0.45529961,-0.68508118,-0.93054037,-0.97552258,-0.96332734,-0.31796626,0.085743155,-0.25547099,-0.99057109,-0.99329188,0.25815175,-0.57516675,-0.86574098,-0.018747552,0.072063035,0.36716216,0.24723754,-0.57698003,0.33512058,0.18907098,21,"standing"
"3997",-0.97624476,-0.98370399,-0.98951044,-0.99350988,-0.98029528,-0.97745489,-0.98982465,-0.99227018,-0.98877512,-0.9821906,-0.045905132,0.12219083,-0.16352218,-0.99212728,-0.99434727,0.4060573,-0.72277408,-0.91819267,-0.98449956,-0.97663728,-0.24999901,0.10001581,-0.21301495,-0.99156392,-0.99356166,0.3347396,-0.69973455,-0.91322219,-0.018487896,0.30970099,0.61220901,-0.69225474,-0.58453302,0.33177182,0.18499579,21,"standing"
"3998",-0.98364125,-0.98543551,-0.98893705,-0.99261183,-0.98528371,-0.9840809,-0.99067369,-0.99235289,-0.98772618,-0.98516716,0.064768864,-0.32234687,-0.66743173,-0.9916233,-0.99282967,0.68409226,-0.43350542,-0.72963184,-0.98681916,-0.98467188,-0.079341678,-0.38452009,-0.72780108,-0.99255508,-0.9921912,0.28836657,-0.35618195,-0.71014607,0.14441956,-0.023096201,-0.48171644,0.19617664,-0.59404249,0.32437259,0.1844512,21,"standing"
"3999",-0.99103294,-0.99377491,-0.99037139,-0.99463875,-0.98814125,-0.98609183,-0.99268377,-0.99421694,-0.99350349,-0.99401635,0.33820626,-0.71605135,-0.92569665,-0.99373154,-0.9944641,0.8411519,-0.81893729,-0.96912958,-0.98782329,-0.98700439,-0.037429552,-0.44831345,-0.80030807,-0.99358234,-0.99530643,0.33489032,-0.55832853,-0.86689938,0.11356921,-0.40309268,-0.48517857,0.81974775,-0.59538995,0.32291502,0.18494653,21,"standing"
"4000",-0.99019663,-0.98917076,-0.98863835,-0.9915383,-0.98974283,-0.98345255,-0.99384716,-0.9941668,-0.98854416,-0.99031055,0.22710915,-0.67815585,-0.89895068,-0.99006067,-0.99255505,0.54298536,-0.76986402,-0.95071556,-0.98699093,-0.98364398,-0.23688186,-0.45580604,-0.80922809,-0.99446196,-0.99374327,0.036973407,-0.42484525,-0.81211396,-0.14494314,0.028142466,0.28235606,0.5615362,-0.59496672,0.32342524,0.18471755,21,"standing"
"4001",-0.98778106,-0.98678907,-0.98761344,-0.98929939,-0.98764276,-0.98097719,-0.99239508,-0.99223163,-0.98554936,-0.98872299,0.18958361,-0.69230803,-0.90889805,-0.98825175,-0.98958961,0.36269285,-0.7247953,-0.95492689,-0.98446111,-0.98161203,-0.1789273,-0.40116902,-0.73431878,-0.99266535,-0.9917233,0.17928445,-0.17877931,-0.58562249,0.05179033,0.16719047,0.37626143,-0.74942315,-0.59387113,0.32319792,0.18631391,21,"standing"
"4002",-0.98948662,-0.98990907,-0.98880426,-0.9899998,-0.98558096,-0.98231371,-0.99169095,-0.99188573,-0.98893716,-0.99121555,0.34613019,-0.7745467,-0.95555141,-0.98802952,-0.99200739,0.31973522,-0.85333994,-0.97260876,-0.98566488,-0.98280836,-0.099996736,-0.22766891,-0.54393552,-0.99203288,-0.99181854,0.1297755,-0.30359096,-0.69954777,-0.10075792,-0.24371238,-0.024083206,-0.88741842,-0.58964333,0.32465003,0.18916984,21,"standing"
"4003",-0.98887579,-0.98936745,-0.9890794,-0.99183434,-0.98671326,-0.98281688,-0.99183144,-0.99248152,-0.98887057,-0.99037685,0.33061586,-0.54036427,-0.81783089,-0.98935919,-0.99522024,0.59795431,-0.69147878,-0.82714957,-0.98559465,-0.98359796,0.020707444,-0.35770113,-0.74303924,-0.99206635,-0.99324672,0.30675386,-0.37630644,-0.71995791,-0.057146831,-0.019702295,-0.4413536,-0.077546891,-0.58823535,0.32498789,0.19031915,21,"standing"
"4004",-0.98962401,-0.98919097,-0.99011534,-0.99285866,-0.9909184,-0.98962856,-0.99294467,-0.99353341,-0.98842779,-0.99043086,0.36400351,-0.61865259,-0.85164507,-0.99129165,-0.99437334,0.46272078,-0.77634749,-0.93636812,-0.9890734,-0.99179619,0.19227484,-0.62853474,-0.87405912,-0.99271979,-0.99488639,0.49439924,-0.66514097,-0.87893183,0.21893606,0.033047589,-0.81787715,0.82773559,-0.59075137,0.3234851,0.18951212,21,"standing"
"4005",-0.99206449,-0.99252678,-0.98941737,-0.99253643,-0.99232528,-0.99263022,-0.99316271,-0.99368899,-0.99105498,-0.99395992,0.61156674,-0.64090661,-0.84883411,-0.99232894,-0.99134002,0.27440144,-0.57099481,-0.85380537,-0.99159909,-0.99477547,0.44986016,-0.61053761,-0.84222983,-0.99297482,-0.99489739,0.51827531,-0.40471252,-0.68067653,0.013598761,0.1134039,0.42032716,0.007323902,-0.59200702,0.32286341,0.18893133,21,"standing"
"4006",-0.99436527,-0.99525563,-0.98976449,-0.99434804,-0.99324294,-0.99306657,-0.99334619,-0.99430666,-0.99370586,-0.99651661,0.6480401,-0.61029118,-0.81017634,-0.99426995,-0.99304378,0.32113213,-0.54967838,-0.86847622,-0.99258986,-0.99458166,0.26422389,-0.75385588,-0.94392105,-0.99347329,-0.99577897,0.49066484,-0.82000056,-0.95968216,0.097337602,0.25951632,0.24254386,-0.56978713,-0.58920961,0.32378362,0.19086496,21,"standing"
"4007",-0.99564607,-0.99702146,-0.99099408,-0.99484589,-0.99500945,-0.9950081,-0.99550003,-0.99627994,-0.99630093,-0.99730977,0.66452794,-0.75911092,-0.9294603,-0.99451096,-0.99399281,0.60935379,-0.56425171,-0.85959191,-0.99493806,-0.99580406,0.23275028,-0.68693209,-0.92429006,-0.99594567,-0.99672793,0.25024393,-0.75989111,-0.95570165,0.6684364,-0.17946151,-0.102839,0.76341142,-0.58712373,0.32454218,0.19220272,21,"standing"
"4008",-0.99645487,-0.99702345,-0.99221214,-0.99464458,-0.99538142,-0.99545588,-0.99628666,-0.99593598,-0.99640805,-0.99721487,0.6770201,-0.78935671,-0.93054303,-0.99342286,-0.99531346,0.72228754,-0.58060686,-0.86370415,-0.99505364,-0.99650064,0.53584131,-0.30416336,-0.6538563,-0.99579289,-0.99605619,0.16461066,-0.65557205,-0.91388316,-0.56272787,0.30556253,-0.0039415286,-0.023321998,-0.58710257,0.32464548,0.19208542,21,"standing"
"4009",-0.99389266,-0.99332605,-0.99156026,-0.99273557,-0.99147506,-0.99000439,-0.99423228,-0.99457945,-0.99323026,-0.9934682,0.41646037,-0.3417634,-0.60253467,-0.99172372,-0.99271516,0.52799724,-0.69370729,-0.89679855,-0.99092541,-0.99084586,0.20264092,-0.34384056,-0.68138794,-0.99409273,-0.99538439,0.37664465,-0.48031833,-0.77978027,-0.016356024,-0.66347264,0.13494842,0.29672954,-0.58735556,0.32446136,0.19204944,21,"standing"
"4010",-0.99205523,-0.99058199,-0.99178031,-0.9923276,-0.99148843,-0.99017512,-0.99491214,-0.99525242,-0.99169119,-0.99026097,0.22847999,-0.363643,-0.69213647,-0.99089508,-0.99323092,0.44810719,-0.71555543,-0.93397716,-0.9913062,-0.99083065,0.022089949,-0.37972526,-0.70197883,-0.99515991,-0.99531793,0.46515067,-0.28838196,-0.60920989,0.1264017,-0.53838951,-0.3242101,0.56096745,-0.58989172,0.32314152,0.19096776,21,"standing"
"4011",-0.92131285,-0.87481661,-0.98175805,-0.96171317,-0.92275003,-0.95381718,-0.9879045,-0.98113971,-0.8668883,-0.89799486,0.055858128,-0.33606228,-0.71529633,-0.95931231,-0.96375759,-0.014288334,-0.28414223,-0.68180123,-0.95461928,-0.96108925,0.12943667,-0.38292204,-0.73542983,-0.97904146,-0.9854882,0.19794759,-0.45606025,-0.73600334,0.18706125,0.10808782,-0.12318639,0.053740768,-0.73313361,0.13613272,0.20674253,21,"sitting"
"4012",-0.97476898,-0.97636933,-0.99042697,-0.98954523,-0.93420565,-0.96699732,-0.99253155,-0.99121008,-0.9734431,-0.98101182,0.19246406,-0.69842712,-0.93047043,-0.98840756,-0.98995439,0.30398317,-0.61163712,-0.88313256,-0.97784395,-0.96577399,-0.33478915,0.16622822,-0.1372706,-0.9913838,-0.99116213,-0.15911403,-0.44687524,-0.79344599,0.11967666,-0.22769721,-0.01816573,0.36642789,-0.73271183,0.12462076,0.20938005,21,"sitting"
"4013",-0.98801336,-0.9867327,-0.9900136,-0.99058164,-0.96365163,-0.97151785,-0.99373579,-0.99384899,-0.98771423,-0.98708422,0.090734338,-0.4436155,-0.71622676,-0.98970681,-0.99059465,0.31096756,-0.58487573,-0.89172439,-0.97925525,-0.97120592,-0.15058047,0.072817014,-0.24064349,-0.9943233,-0.99319875,0.052479974,-0.41280641,-0.76763009,-0.16961604,0.031185268,0.040546556,0.19217089,-0.7321424,0.12156229,0.21027566,21,"sitting"
"4014",-0.99462081,-0.99015486,-0.98720333,-0.98911777,-0.98517798,-0.98284815,-0.9937146,-0.99389763,-0.98843778,-0.99206328,0.43433831,-0.67476173,-0.90577105,-0.98854794,-0.98853269,0.30953923,-0.48031233,-0.77295731,-0.98609219,-0.9833252,-0.11803252,-0.17302047,-0.46821324,-0.9936738,-0.9942742,0.21724707,-0.51093577,-0.8351795,0.15586802,0.51016671,0.144962,-0.24668295,-0.73431668,0.11859545,0.20911935,21,"sitting"
"4015",-0.99210289,-0.98806177,-0.98862564,-0.9895714,-0.99187218,-0.99184008,-0.99436488,-0.99537034,-0.98665698,-0.98995348,0.44936165,-0.45454273,-0.71564666,-0.9890774,-0.98869876,0.19755368,-0.5646396,-0.87637889,-0.99199759,-0.9929809,0.10213373,-0.67399595,-0.91131668,-0.99487324,-0.9960666,0.30755541,-0.72960749,-0.93470775,-0.069399309,-0.15029421,0.43363802,-0.20578709,-0.73327137,0.11760602,0.21000173,21,"sitting"
"4016",-0.99211425,-0.98835078,-0.99134597,-0.99096597,-0.99269987,-0.99144097,-0.99392969,-0.99482439,-0.98770275,-0.98961411,0.23826887,-0.51681712,-0.77093626,-0.98998432,-0.99112045,0.13213036,-0.54275237,-0.84200032,-0.99176613,-0.99250855,0.1300888,-0.65572707,-0.90833039,-0.99434101,-0.9955763,0.3934416,-0.71960365,-0.94167633,-0.025098676,-0.0084987214,0.14598301,0.36273803,-0.73602802,0.11663817,0.20813092,21,"sitting"
"4017",-0.99681893,-0.99452341,-0.99230958,-0.9904179,-0.99324052,-0.99383215,-0.99312979,-0.99275334,-0.99356436,-0.99525742,0.57835288,-0.74047469,-0.90886637,-0.98988403,-0.9897948,0.17535779,-0.42149668,-0.75586277,-0.99281225,-0.9957977,0.64440684,-0.54101478,-0.76174602,-0.99204741,-0.99401148,0.38882243,-0.55658549,-0.86571538,0.55961124,0.44029907,0.23178395,-0.041599168,-0.73897185,0.11616704,0.20606289,21,"sitting"
"4018",-0.99519097,-0.99482239,-0.98965724,-0.98838988,-0.99238462,-0.99237177,-0.99307043,-0.99283445,-0.99198921,-0.9974901,0.77615326,-0.62523924,-0.83478052,-0.98725972,-0.98871107,0.29127825,-0.39582,-0.71566105,-0.99143902,-0.99445363,0.52677137,-0.64903662,-0.83486696,-0.99277793,-0.99299068,0.4110321,-0.39563316,-0.73225352,0.2670437,-0.47558935,0.43171803,-0.16442448,-0.7385352,0.11593296,0.20640572,21,"sitting"
