"","tAccMean","tAccStd","tJerkMean","tJerkSD","tGyroMean","tGyroSD","tGyroJerkMean","tGyroJerkMagSD","fAccMean","fAccSD","fAccMeanFreq","fJerkMean","fJerkSD","fJerkMeanFreq","fGyroMean","fGyroSD","fGyroMeanFreq","fGyroJerkMean","fGyroJerkSD","fGyroJerkMeanFreq","fAccSkewness","fJerkSkewness","fGyroSkewness","fGyroJerkSkewness","fAccKurtosis","fJerkKurtosis","fGyroKurtosis","fGyroJerkKurtosis","angleAccGravity","angleJerkGravity","angleGyroGravity","angleGyroJerkGravity","angleXGravity","angleYGravity","angleZGravity","subject","activity"
"5879",-0.98339813,-0.98028513,-0.98853326,-0.99114503,-0.97443668,-0.98221231,-0.99149988,-0.99243412,-0.98245735,-0.98089166,0.033956291,-0.42457951,-0.74909778,-0.99079577,-0.99018888,0.32941967,-0.54342069,-0.85412313,-0.98443433,-0.98347163,-0.08862611,-0.40395351,-0.70793604,-0.99257461,-0.99234964,0.22387541,-0.29344011,-0.61668914,0.021550199,-0.17180303,0.48872657,0.70849986,-0.83374963,0.2126815,0.0078434613,27,"standing"
"5880",-0.97533831,-0.97283363,-0.98087715,-0.9744248,-0.9647781,-0.97510936,-0.98495758,-0.9860456,-0.97517205,-0.97450478,0.12561532,-0.18319922,-0.50460969,-0.97470517,-0.97255231,0.067261198,-0.085723318,-0.44330135,-0.97649917,-0.97821029,-0.039174592,-0.62631775,-0.88278976,-0.98708277,-0.98521063,0.10329982,0.12634886,-0.19825983,-0.0139716,-0.2407282,0.62023384,0.69273993,-0.83686539,0.21051698,0.0077662234,27,"standing"
"5881",-0.97146161,-0.97977975,-0.98018981,-0.97517127,-0.96945054,-0.97129813,-0.98429331,-0.9872582,-0.97934363,-0.98210839,0.36133908,-0.44929402,-0.77083903,-0.97520671,-0.97358319,0.067405538,-0.23804802,-0.60016582,-0.97485333,-0.97351857,-0.018249179,-0.23172871,-0.56239111,-0.98742034,-0.98750851,0.24945734,0.0025573597,-0.30410079,-0.013713587,-0.015460085,0.52607669,-0.63901518,-0.83322777,0.21296499,0.006919455,27,"standing"
"5882",-0.98086673,-0.98782942,-0.99026938,-0.99440185,-0.97969209,-0.9824759,-0.9901045,-0.9940922,-0.9882505,-0.98839,0.031216571,-0.66075812,-0.9023816,-0.99371547,-0.99421551,0.37826357,-0.67174317,-0.91289473,-0.98595717,-0.9828677,-0.14803009,-0.16116093,-0.49372214,-0.99330024,-0.99550717,0.53924087,-0.68269434,-0.9163756,-0.055711407,0.15017952,-0.27049474,-0.66362013,-0.83059276,0.21467273,0.0056332024,27,"standing"
"5883",-0.97671547,-0.97487342,-0.99189995,-0.99463766,-0.97056648,-0.97230112,-0.99201335,-0.99424545,-0.98459375,-0.97258247,-0.19789063,0.060471397,-0.32791909,-0.99395616,-0.99411482,0.57140165,-0.6500122,-0.89989526,-0.98404004,-0.97001634,-0.24344961,0.70948984,0.60156337,-0.99414512,-0.99440755,0.31977709,-0.60598157,-0.86885157,0.048833808,0.094434156,-0.92299127,0.71541073,-0.83379419,0.2126386,0.0076957134,27,"standing"
"5884",-0.98116433,-0.97155302,-0.99291645,-0.9951338,-0.96917721,-0.97530059,-0.99402114,-0.99508147,-0.98484078,-0.96834017,-0.18290431,0.23425008,-0.14141494,-0.99397223,-0.99590339,0.73861529,-0.63743631,-0.88626795,-0.98270418,-0.97461003,-0.26277268,-0.10938515,-0.52650661,-0.99463923,-0.99578241,0.12363633,-0.74841068,-0.94630394,-0.0051481235,-0.044755223,-0.78617708,0.87450426,-0.83312066,0.2129689,0.0061484832,27,"standing"
"5885",-0.99353985,-0.99556676,-0.99393105,-0.99471935,-0.98312368,-0.98280172,-0.99631554,-0.99732149,-0.99533085,-0.99555255,0.44514069,-0.63038535,-0.86306004,-0.99398453,-0.99462491,0.29517433,-0.83808722,-0.97145359,-0.989704,-0.9813212,-0.46712131,-0.12747291,-0.5047261,-0.99706591,-0.99756428,0.28667409,-0.71412485,-0.91013147,-0.28907153,0.44328642,0.82966092,-0.43157333,-0.82943492,0.21523944,0.0033923575,27,"standing"
"5886",-0.78742384,-0.75865456,-0.97562441,-0.96914418,-0.81150079,-0.91259901,-0.98669547,-0.9769237,-0.8391189,-0.7594901,-0.18673093,0.73051466,0.63701829,-0.97218955,-0.96371495,-0.23885438,0.058895621,-0.3517951,-0.93325885,-0.91421105,-0.29136246,-0.0069200596,-0.30321927,-0.97844216,-0.97613101,-0.28168364,-0.21999423,-0.62177397,-0.12744069,0.38420957,-0.043139636,-0.27894789,-0.81911694,0.219192,0.050322841,27,"standing"
"5887",-0.9377817,-0.89636777,-0.98515888,-0.98614693,-0.88632093,-0.92534269,-0.99361713,-0.9932386,-0.90959547,-0.904293,-0.13986024,-0.11965872,-0.49600001,-0.98344096,-0.98953658,0.32548977,-0.83408818,-0.96104636,-0.94732539,-0.92445979,-0.22991507,0.24967226,-0.045998292,-0.99278848,-0.99404416,0.20226612,-0.63741581,-0.90686664,0.25460942,-0.0085832038,-0.04292188,-0.15429468,-0.83489701,0.21225939,0.020677748,27,"standing"
"5888",-0.97839263,-0.9704768,-0.98863251,-0.98705783,-0.95091744,-0.94336697,-0.99446558,-0.99545029,-0.97752261,-0.9700358,-0.021678049,0.037248731,-0.32779749,-0.98540691,-0.98836212,0.19371398,-0.5577186,-0.86314227,-0.96379998,-0.94084968,-0.19987409,0.5761138,0.36321022,-0.99494772,-0.99625294,0.48684684,-0.887446,-0.98898142,-0.065430183,-0.049554275,-0.044028274,0.29656119,-0.84415415,0.20587727,0.015420733,27,"standing"
"5889",-0.99145914,-0.99324514,-0.99394158,-0.99391253,-0.98452773,-0.98331903,-0.99503513,-0.99711853,-0.99323495,-0.99330551,0.40829664,-0.648586,-0.90780108,-0.99379594,-0.99264717,0.17010832,-0.45212621,-0.79331559,-0.98546386,-0.98443632,0.019029218,-0.31411155,-0.69582796,-0.99656564,-0.99800402,0.74272094,-0.8579779,-0.94586989,-0.12641725,0.67905615,-0.0294781,0.21791557,-0.84114131,0.20798188,0.017905952,27,"standing"
"5890",-0.99398665,-0.99448478,-0.99540428,-0.99616849,-0.99107524,-0.99378197,-0.99532274,-0.99652342,-0.99400053,-0.99478511,0.43202329,-0.60238059,-0.86419915,-0.99620149,-0.99468929,0.30572358,-0.66860408,-0.92918017,-0.99417464,-0.99438319,0.13800502,-0.55748682,-0.81208556,-0.99629372,-0.99677095,0.3566596,-0.67635323,-0.90851255,0.027302863,0.25503036,-0.1605322,-0.23606303,-0.84253179,0.20701819,0.016874396,27,"standing"
"5891",-0.99438137,-0.99341478,-0.99409234,-0.99336215,-0.99159659,-0.99440037,-0.99622709,-0.99676307,-0.99306245,-0.99377109,0.3621034,-0.6894906,-0.89465269,-0.9926357,-0.99309668,0.37426499,-0.6088407,-0.8906305,-0.99521768,-0.99455082,0.036341304,-0.49313901,-0.8030734,-0.9965795,-0.99690256,0.20931123,-0.62083025,-0.8872509,0.13613141,-0.16247578,-0.16258207,-0.085470221,-0.84463663,0.20556676,0.017095447,27,"standing"
"5892",-0.99614659,-0.99385474,-0.99490129,-0.99347359,-0.99260521,-0.99464772,-0.99632832,-0.99697486,-0.99339028,-0.99424878,0.29592716,-0.72798963,-0.91395254,-0.99214136,-0.99419622,0.62029797,-0.87574131,-0.97775356,-0.99568999,-0.99457804,0.10950976,-0.34792893,-0.70237509,-0.9968787,-0.9969557,0.17927361,-0.61257067,-0.89230183,0.064325746,0.70071335,-0.13651163,-0.49436288,-0.84660649,0.20418434,0.015436035,27,"standing"
"5893",-0.99796407,-0.99698006,-0.99502968,-0.99520512,-0.99179796,-0.99307733,-0.99700456,-0.99757582,-0.99675237,-0.99681085,0.53085726,-0.71651829,-0.9184307,-0.99551897,-0.99322315,0.42445115,-0.39093054,-0.69995423,-0.99516617,-0.99258095,0.0061156284,-0.074484657,-0.4538024,-0.99749701,-0.99748514,0.28392788,-0.46486014,-0.77488053,-0.1353317,-0.32917379,0.0020077879,0.23918164,-0.84767028,0.20343116,0.014668937,27,"standing"
"5894",-0.9953739,-0.99438287,-0.99359355,-0.99440308,-0.99258006,-0.99228063,-0.99757515,-0.9991358,-0.99355856,-0.9950235,0.42776726,-0.63186666,-0.87164097,-0.99373765,-0.99414415,0.38744651,-0.58420447,-0.8602724,-0.99477211,-0.99167708,-0.11501776,-0.17703767,-0.57962018,-0.99894303,-0.99920875,0.54161907,-0.90707525,-0.96780016,-0.080427756,-0.35711009,0.12672409,0.28882048,-0.84708495,0.20385513,0.015491758,27,"standing"
"5895",-0.99231546,-0.99477633,-0.99435974,-0.99577206,-0.99482874,-0.99639253,-0.99710787,-0.99849613,-0.99500979,-0.99449145,0.34607623,-0.56603366,-0.8094881,-0.99514935,-0.99542905,0.67697417,-0.62777561,-0.86885599,-0.99671274,-0.99659448,0.1837123,-0.73109345,-0.92699944,-0.99836199,-0.99848119,0.67232384,-0.68769836,-0.9158066,0.0012909225,0.065393655,0.47813107,0.15676038,-0.84505566,0.20527875,0.017333187,27,"standing"
"5896",-0.98945763,-0.99403636,-0.99495867,-0.99578421,-0.99380675,-0.99512312,-0.99718689,-0.9983241,-0.99366875,-0.99433364,0.2496512,-0.74863965,-0.93789593,-0.99521258,-0.99538791,0.61045673,-0.8813781,-0.99359921,-0.99577429,-0.9952762,0.14628228,-0.50148693,-0.81766734,-0.9982304,-0.99824151,0.56745789,-0.80479918,-0.96469455,0.16155837,0.074143114,0.078667015,-0.26350426,-0.84534998,0.20505805,0.019900851,27,"standing"
"5897",-0.98971364,-0.98999296,-0.99380516,-0.99554958,-0.99229459,-0.98744085,-0.99679637,-0.99707955,-0.98935175,-0.99102452,0.19479319,-0.73888489,-0.93834689,-0.99556787,-0.99407229,0.73511678,-0.74697982,-0.95793368,-0.99091914,-0.98703275,-0.34031805,-0.44491311,-0.79640238,-0.99709276,-0.99688037,0.21493316,-0.64504493,-0.90988618,0.0099615013,0.062577109,-0.55189657,-0.11419236,-0.84849553,0.2028968,0.019210449,27,"standing"
"5898",-0.98884417,-0.98700674,-0.99359474,-0.99618101,-0.98892743,-0.98142445,-0.9951744,-0.99496386,-0.98844738,-0.98701149,0.086432081,-0.51466161,-0.82129152,-0.9961935,-0.99473892,0.4352297,-0.65104914,-0.89817364,-0.98708442,-0.98074234,-0.36360402,-0.3789166,-0.74124914,-0.99510899,-0.99469982,0.1741812,-0.43072663,-0.77621246,-0.064787471,-0.10725305,-0.54945201,0.082463691,-0.84922031,0.20240491,0.01781047,27,"standing"
"5899",-0.98995394,-0.98636935,-0.99376962,-0.99434578,-0.9900945,-0.98531022,-0.99552309,-0.99559231,-0.98843265,-0.98609012,0.22310217,-0.29859045,-0.65990199,-0.99406343,-0.99341397,0.19819705,-0.73357672,-0.9541025,-0.98847518,-0.98543045,-0.30205042,-0.54507161,-0.85873167,-0.99532704,-0.99587884,0.19673628,-0.66986087,-0.90962481,0.046526265,-0.043387236,-0.20033179,-0.18994445,-0.84659545,0.2041798,0.02074461,27,"standing"
"5900",-0.99623085,-0.99302512,-0.99511596,-0.99528165,-0.99127756,-0.99106099,-0.9954611,-0.9966973,-0.99357723,-0.99273721,0.28768984,-0.61599505,-0.89295276,-0.99486433,-0.99438696,0.30907297,-0.66315083,-0.92124617,-0.99162844,-0.99199652,0.099132178,-0.64324219,-0.89424338,-0.99643747,-0.99697222,0.3729557,-0.60349354,-0.8538587,0.093081324,-0.34131472,-0.88818196,-0.80370531,-0.84564359,0.20477383,0.022634553,27,"standing"
"5901",-0.99562366,-0.99466698,-0.9953813,-0.9973847,-0.98292209,-0.98258958,-0.99489942,-0.99641493,-0.99482787,-0.99444334,0.22668774,-0.66181785,-0.90917599,-0.99668877,-0.99651702,0.68755539,-0.65666423,-0.91556825,-0.98881814,-0.98145399,-0.31649743,0.016629311,-0.31905771,-0.99608766,-0.99684594,0.3429582,-0.63999523,-0.89853181,-0.082499546,0.22067281,-0.79435876,0.46779565,-0.84608817,0.20450086,0.021730956,27,"standing"
"5902",-0.99406357,-0.99424282,-0.99356583,-0.99550417,-0.98332142,-0.98212915,-0.99666747,-0.9974114,-0.99397109,-0.99442363,0.26659992,-0.71874437,-0.9204837,-0.9949777,-0.99478956,0.61939207,-0.72162593,-0.94139285,-0.98698768,-0.98176951,-0.16770467,-0.2148126,-0.64987515,-0.9971669,-0.99762161,0.325814,-0.67648112,-0.91063367,-0.024604294,0.42566094,0.26720414,0.78109293,-0.84582454,0.20472951,0.019949733,27,"standing"
"5903",-0.99712581,-0.99836095,-0.99560574,-0.99570005,-0.99177829,-0.99078234,-0.99782835,-0.99852129,-0.9979031,-0.99828121,0.60095995,-0.66101738,-0.85475523,-0.99482574,-0.99599243,0.40203934,-0.65385853,-0.89424297,-0.99481719,-0.98958053,-0.25306228,-0.022474568,-0.42944859,-0.99837929,-0.9985141,0.37781038,-0.70020179,-0.92831097,0.040286216,-0.044311586,0.80575142,-0.30292496,-0.84628913,0.20442824,0.01768522,27,"standing"
"5904",-0.74119905,-0.47352717,-0.98311366,-0.98051442,-0.7960927,-0.95136937,-0.99455455,-0.99201853,-0.58879879,-0.49986229,-0.23478538,0.18695726,-0.15438477,-0.98311462,-0.97553117,-0.34533048,0.18289193,-0.09672737,-0.96448917,-0.95121544,-0.26343359,0.060025028,-0.30318063,-0.99137629,-0.99320666,0.25626223,-0.50311632,-0.80079205,0.019492559,0.067284419,-0.0061810327,-0.1173754,-0.38625371,-0.17360838,-0.30576776,27,"sitting"
"5905",-0.950476,-0.94154569,-0.99310117,-0.9953199,-0.85838323,-0.91107046,-0.9974983,-0.99766352,-0.97635038,-0.93530706,-0.52952892,0.75272786,0.65385484,-0.9948667,-0.99473578,0.21940056,-0.74084901,-0.92783215,-0.94454257,-0.90689145,-0.25814557,0.5236584,0.27585081,-0.99728761,-0.99801576,0.70814651,-0.81915529,-0.94556484,0.11833643,-0.46052926,-0.0075319109,-0.0016780245,-0.31120549,-0.20498886,-0.34049851,27,"sitting"
"5906",-0.9781796,-0.97989629,-0.98784786,-0.98770776,-0.93074382,-0.9416532,-0.99453152,-0.99325777,-0.98035158,-0.98162235,-0.0052748531,-0.66217392,-0.90825931,-0.98635732,-0.98847929,0.38899023,-0.66259992,-0.87119621,-0.96119967,-0.93974156,-0.24825809,0.28065245,-0.010204541,-0.99378652,-0.99256561,0.068847336,0.30298246,0.07567411,-0.14432729,0.3831027,0.0028481933,-0.006210758,-0.32542909,-0.20154423,-0.33171258,27,"sitting"
"5907",-0.98521913,-0.97900824,-0.98867477,-0.9881981,-0.97492854,-0.96630214,-0.99315202,-0.99394444,-0.98019308,-0.98040497,0.07454721,-0.34863135,-0.61037904,-0.98708758,-0.98853601,0.53986996,-0.43687891,-0.72694484,-0.97922808,-0.96422879,-0.39505775,0.13637456,-0.18074455,-0.99394949,-0.99394452,0.064458509,-0.2206343,-0.55102274,-0.00063352843,0.21165094,0.023072393,-0.081791872,-0.32034166,-0.20324477,-0.33442032,27,"sitting"
"5908",-0.99487471,-0.99288064,-0.993931,-0.99562383,-0.99127089,-0.99023515,-0.99584126,-0.99615522,-0.99161314,-0.99408388,0.35442208,-0.70753592,-0.92030709,-0.99519772,-0.99500571,0.59627992,-0.6723787,-0.91883869,-0.9916773,-0.99065475,0.08317074,-0.10431003,-0.36625416,-0.99628243,-0.99583638,0.22933883,-0.40938979,-0.75186952,0.18032995,-0.15696398,0.10503189,0.043653067,-0.31799734,-0.20421929,-0.33548262,27,"sitting"
"5909",-0.99724137,-0.99372227,-0.99411293,-0.99631463,-0.99301844,-0.99272264,-0.99684644,-0.99629617,-0.99380538,-0.99369293,0.28683965,-0.60667887,-0.85130726,-0.99662353,-0.99437673,0.43828079,-0.44892474,-0.82409632,-0.99295217,-0.99364769,0.16961466,-0.58165096,-0.8600279,-0.99608881,-0.99651415,0.23871728,-0.676025,-0.92629644,-0.16072368,-0.40378278,-0.02557225,0.099833922,-0.32127345,-0.20289779,-0.33395902,27,"sitting"
"5910",-0.99838056,-0.99769806,-0.99453031,-0.99702237,-0.99397722,-0.99457905,-0.99722196,-0.99834934,-0.9969177,-0.99799083,0.49801565,-0.90740961,-0.98778506,-0.99695269,-0.99578258,0.33397686,-0.66536034,-0.88746004,-0.99560569,-0.9945397,0.12010654,-0.391596,-0.71089099,-0.99833192,-0.9981243,0.34544955,-0.57581275,-0.85977837,-0.47612879,-0.094959701,-0.048261712,-0.40495191,-0.32258267,-0.20207628,-0.33362821,27,"sitting"
"5911",-0.99546704,-0.99270065,-0.98954892,-0.98783033,-0.99453749,-0.99473902,-0.9959996,-0.9966893,-0.99115844,-0.99416416,0.5678444,-0.71101423,-0.89404194,-0.98747731,-0.98679153,0.17520526,-0.47126955,-0.81406203,-0.99467132,-0.99557675,0.28072036,-0.68524439,-0.91843328,-0.99648688,-0.99685723,0.20542044,-0.63131579,-0.90553511,0.07085018,0.15952347,-0.0033648681,0.12465411,-0.32229709,-0.20181824,-0.33411614,27,"sitting"
"5912",-0.99411124,-0.99239429,-0.98919352,-0.98781046,-0.9956737,-0.99570254,-0.99627804,-0.996192,-0.99021909,-0.99440626,0.65043696,-0.49933287,-0.75056569,-0.98717944,-0.98731525,0.30071636,-0.60092885,-0.89577117,-0.99550474,-0.99650282,0.38429392,-0.70912221,-0.93064133,-0.9960281,-0.99631678,0.27783889,-0.58031814,-0.83262071,0.36849582,0.13892225,0.14588316,0.13591834,-0.32117079,-0.20205606,-0.33484655,27,"sitting"
"5913",-0.99606856,-0.99601203,-0.99383998,-0.9953528,-0.99592796,-0.99536018,-0.99684934,-0.99706247,-0.99495648,-0.99671179,0.54196635,-0.83128793,-0.9529897,-0.99504943,-0.99449057,0.43654781,-0.68076809,-0.92695508,-0.9953398,-0.99604619,0.26854028,-0.64153219,-0.90866365,-0.99707149,-0.99685625,0.21120172,-0.30515649,-0.66599361,0.3307501,0.28752138,0.0054034911,0.016372286,-0.32162933,-0.2022414,-0.33428124,27,"sitting"
"5914",-0.9959502,-0.99635704,-0.99255147,-0.99613263,-0.9959022,-0.99440923,-0.99521409,-0.99527552,-0.99499884,-0.99732244,0.6539558,-0.80445194,-0.9458222,-0.99506682,-0.99688095,0.49517253,-0.7454881,-0.93961263,-0.99436105,-0.99527676,0.38163068,-0.62610776,-0.8360793,-0.99556824,-0.9947761,0.11932102,-0.4659665,-0.79479583,-0.018632676,-0.553748,0.081725934,-0.37595191,-0.3219128,-0.2018945,-0.33437006,27,"sitting"
"5915",-0.99537086,-0.99588472,-0.99106474,-0.99596426,-0.99544266,-0.99514373,-0.99542193,-0.99511994,-0.99439992,-0.99692609,0.61161414,-0.91802018,-0.98770919,-0.99542912,-0.99550468,0.55035795,-0.58620697,-0.85028306,-0.99491879,-0.99607001,0.3043125,-0.74738476,-0.91952108,-0.99509644,-0.99505396,0.38294621,-0.09485219,-0.39968286,-0.05796963,0.14567348,0.060685408,-0.048555682,-0.31915803,-0.20212743,-0.33648512,27,"sitting"
"5916",-0.99019663,-0.98743094,-0.9899898,-0.99332106,-0.98634483,-0.97529402,-0.99239295,-0.98760902,-0.98850948,-0.98757388,0.25116728,-0.23045193,-0.55666077,-0.99268968,-0.99290759,0.50096162,-0.52487797,-0.84456064,-0.98057437,-0.97576849,-0.17969191,-0.2438732,-0.5673349,-0.98725811,-0.98858485,-0.059405632,-0.54073119,-0.81567145,-0.0086135269,0.049041116,-0.011054687,0.79434773,-0.31755854,-0.20304675,-0.33696886,27,"sitting"
"5917",-0.97605268,-0.96960633,-0.98091566,-0.97417158,-0.97183578,-0.95633542,-0.98208179,-0.96722384,-0.9714178,-0.97209491,-0.11537803,-0.41172443,-0.7082462,-0.97795433,-0.96781578,-0.35181608,-0.20205149,-0.63671698,-0.95968902,-0.96127445,-0.18046561,-0.6748641,-0.92005229,-0.96863177,-0.9672565,-0.37664468,-0.44665521,-0.82520071,-0.45458752,-0.17860594,0.31411168,0.31641848,-0.31811221,-0.20361933,-0.33595625,27,"sitting"
"5918",-0.97278915,-0.96972848,-0.9761601,-0.97413971,-0.97079527,-0.95563634,-0.98236828,-0.96794466,-0.97000733,-0.97313559,-0.019095198,-0.43968286,-0.70002026,-0.97438981,-0.97221436,-0.071361526,-0.19065161,-0.58511349,-0.96137776,-0.959066,-0.19234478,-0.50887502,-0.82110454,-0.97074779,-0.96622582,-0.44006831,-0.33928338,-0.70202629,-0.06721503,0.067952529,-0.03056132,-0.72215888,-0.31674538,-0.2046281,-0.33615537,27,"sitting"
"5919",-0.98127828,-0.98446906,-0.98317565,-0.98591544,-0.97967297,-0.97628425,-0.98921249,-0.98864836,-0.98333734,-0.98664174,0.22334645,-0.66865502,-0.89406211,-0.98368945,-0.98822063,0.36758093,-0.71224352,-0.90962316,-0.9804426,-0.97727636,-0.1658846,-0.42224712,-0.78825401,-0.98771638,-0.99052941,0.16006155,-0.63097071,-0.91235625,0.92069567,0.15763391,-0.25329208,-0.28765916,-0.31403641,-0.20630429,-0.33685373,27,"sitting"
"5920",-0.98903888,-0.9913758,-0.98976089,-0.98930906,-0.98601877,-0.99007341,-0.99119798,-0.99132404,-0.99091576,-0.99208944,0.3382777,-0.58503322,-0.83421009,-0.98842861,-0.98930804,0.18007348,-0.59305752,-0.83601539,-0.98986033,-0.99184149,0.27989071,-0.58927942,-0.85661054,-0.99082556,-0.99231004,0.2513744,-0.49847732,-0.78439808,0.033367848,0.017297589,0.038034568,-0.10941537,-0.31399903,-0.20612935,-0.3370525,27,"sitting"
