"","tAccMean","tAccStd","tJerkMean","tJerkSD","tGyroMean","tGyroSD","tGyroJerkMean","tGyroJerkMagSD","fAccMean","fAccSD","fAccMeanFreq","fJerkMean","fJerkSD","fJerkMeanFreq","fGyroMean","fGyroSD","fGyroMeanFreq","fGyroJerkMean","fGyroJerkSD","fGyroJerkMeanFreq","fAccSkewness","fJerkSkewness","fGyroSkewness","fGyroJerkSkewness","fAccKurtosis","fJerkKurtosis","fGyroKurtosis","fGyroJerkKurtosis","angleAccGravity","angleJerkGravity","angleGyroGravity","angleGyroJerkGravity","angleXGravity","angleYGravity","angleZGravity","subject","activity"
"11",-0.98804033,-0.98590171,-0.98441139,-0.98602515,-0.9852507,-0.98024776,-0.99126117,-0.99034063,-0.98569656,-0.98718871,0.38084257,-0.32131582,-0.65022749,-0.98476304,-0.98661714,0.50187561,-0.51675579,-0.7858716,-0.98345836,-0.98117839,-0.047159012,0.0078721706,-0.28355995,-0.99131428,-0.9892975,0.12050339,0.34877098,0.057681594,0.080699469,0.59579055,-0.47580245,0.11593062,-0.85156175,0.18760932,-0.034681168,1,"standing"
"12",-0.99477563,-0.99611776,-0.99279492,-0.99527144,-0.99428671,-0.99563374,-0.99776102,-0.99781536,-0.9951378,-0.99671395,0.51963263,-0.7655269,-0.93057052,-0.99472936,-0.99480169,0.69936213,-0.63922246,-0.91392647,-0.99650333,-0.99552256,0.098996469,-0.28407681,-0.62466389,-0.99765225,-0.99787507,0.35144181,-0.61101364,-0.87836268,0.0017609637,-0.065980273,0.57886112,-0.65194513,-0.8527234,0.18605036,-0.035852089,1,"standing"
"13",-0.99532501,-0.99656707,-0.99486033,-0.9971272,-0.99630809,-0.99738797,-0.99860153,-0.99915139,-0.99595367,-0.99678792,0.49124359,-0.61681134,-0.82255146,-0.99681887,-0.99631669,0.53634844,-0.52272531,-0.78051879,-0.99790693,-0.99725026,0.15665584,-0.39115511,-0.67400369,-0.99904671,-0.99905917,0.68989704,-0.68638894,-0.8787511,-0.077551723,-0.10122189,0.63908399,0.76548488,-0.85065446,0.18761054,-0.035997955,1,"standing"
"14",-0.99670013,-0.9983924,-0.99536254,-0.99600058,-0.99767246,-0.99841465,-0.99833451,-0.99915859,-0.99775726,-0.99848118,0.64707833,-0.79479213,-0.95306546,-0.99553335,-0.99545097,0.53008832,-0.60610621,-0.86877365,-0.99856385,-0.99842929,0.32533905,-0.75932989,-0.9424762,-0.999028,-0.99905443,0.74002287,-0.5640998,-0.76590135,0.10562047,-0.090277545,-0.1324028,0.49881419,-0.84977267,0.1888122,-0.035063399,1,"standing"
"15",-0.90458778,-0.83989567,-0.99047837,-0.98912684,-0.84050608,-0.882544,-0.99144905,-0.98971134,-0.90383853,-0.83625317,-0.32224521,0.59907423,0.43153537,-0.98902608,-0.98780475,0.16897904,-0.52187775,-0.81839551,-0.91104074,-0.88447314,-0.17333539,0.076217194,-0.30377822,-0.99024194,-0.98927719,0.13095849,0.20768881,-0.068054281,0.062296619,-0.05871932,0.031207971,-0.26879133,-0.73093729,0.28315855,0.036443909,1,"standing"
"16",-0.98446381,-0.98754846,-0.99628275,-0.99754046,-0.93127833,-0.92308961,-0.99680193,-0.99809793,-0.99136765,-0.98608288,-0.076785005,-0.34005494,-0.7067294,-0.99681501,-0.99757854,0.54385269,-0.71233995,-0.95845037,-0.95640227,-0.91767988,-0.36092671,0.55776674,0.33541404,-0.997604,-0.99883527,0.66153997,-0.78213651,-0.9535202,-0.12185222,-0.029076714,-0.013034217,-0.056927156,-0.76110079,0.26311858,0.02417211,1,"standing"
"17",-0.98904307,-0.99093187,-0.99552049,-0.99892631,-0.97236443,-0.98189323,-0.99690565,-0.99779235,-0.99273157,-0.99011174,0.015215303,-0.54204085,-0.84788016,-0.99885264,-0.99774096,0.63655806,-0.77338318,-0.91191877,-0.98656987,-0.9816707,-0.098182183,-0.14541051,-0.56077286,-0.99733245,-0.9984604,0.56066755,-0.7788766,-0.94042078,-0.0014463033,-0.048109773,-0.34047349,-0.22915457,-0.75917219,0.26432447,0.027014344,1,"standing"
"18",-0.99507155,-0.99268417,-0.99564686,-0.9967385,-0.9804895,-0.98867771,-0.99700147,-0.99768614,-0.99343349,-0.99230619,0.19494092,-0.57311576,-0.83731008,-0.99635004,-0.99609913,0.48518842,-0.60930274,-0.88518413,-0.99244181,-0.98791994,-0.17698001,0.16206613,-0.095406438,-0.99759265,-0.99761851,0.42861421,-0.32889895,-0.5968605,-0.028331858,0.092367048,-0.82223861,0.36755744,-0.75936327,0.26403279,0.029664019,1,"standing"
"19",-0.99872681,-0.99741361,-0.99585704,-0.99731242,-0.98856897,-0.99388286,-0.99808075,-0.99848741,-0.99704386,-0.99731449,0.53206601,-0.79306013,-0.94461524,-0.99674065,-0.99704535,0.43731909,-0.65308988,-0.89330775,-0.9956098,-0.99348569,-0.10858525,-0.41071194,-0.76276488,-0.99850483,-0.99819704,0.34841264,-0.50130067,-0.83824289,-0.16584915,-0.033006915,-0.24057155,0.78819291,-0.76105187,0.26288599,0.029345734,1,"standing"
"20",-0.99797237,-0.99879494,-0.99645316,-0.99991721,-0.993472,-0.99528437,-0.99869585,-0.99967043,-0.99989278,-0.99727464,0.66003688,-0.57748411,-0.86062861,-0.99947946,-0.99958203,0.60844786,-0.77133935,-0.92610146,-0.99720378,-0.99453695,-0.056741167,0.20701351,-0.023061747,-0.99957244,-0.99956029,0.66715565,-0.94167101,-0.96552162,0.24493131,0.10256897,0.066134774,-0.41172948,-0.76062023,0.26316935,0.029573033,1,"standing"
"21",-0.99844133,-0.99798984,-0.99547632,-0.99763356,-0.99698274,-0.99900144,-0.99843291,-0.9991886,-0.99725253,-0.99819256,0.66457149,-0.83292595,-0.96462618,-0.99832359,-0.995093,0.28475946,-0.4846369,-0.84014373,-0.9988685,-0.99922087,0.48005633,-0.62840566,-0.8533989,-0.99904676,-0.99915254,0.60113375,-0.83388957,-0.96857963,0.16060735,0.19777391,0.25765721,-0.38110213,-0.76052773,0.26318349,0.030288454,1,"standing"
"22",-0.997891,-0.99752775,-0.99306888,-0.99440487,-0.99707363,-0.99843242,-0.99818838,-0.99867706,-0.99671069,-0.99781715,0.68400956,-0.85173399,-0.94714017,-0.99449599,-0.99278698,0.37712092,-0.39631773,-0.77871337,-0.99852538,-0.99850046,0.34517548,-0.70617528,-0.91782747,-0.99842415,-0.99888625,0.57633902,-0.84819803,-0.95024737,-0.002320184,0.15039083,0.14233132,-0.85371129,-0.7620229,0.26217028,0.029986987,1,"standing"
"23",-0.99589346,-0.99728461,-0.99222923,-0.99284139,-0.99762227,-0.99796907,-0.99852925,-0.99891331,-0.99596298,-0.998191,0.63675107,-0.91095163,-0.9775483,-0.99258499,-0.99181646,0.49293471,-0.22037489,-0.52091471,-0.99824461,-0.99793024,0.25122244,-0.68113841,-0.87557321,-0.99896566,-0.9985402,0.48022509,-0.70196994,-0.89511812,-0.032337498,-0.30129838,0.13257596,-0.022379316,-0.76150888,0.26255006,0.02963917,1,"standing"
"24",-0.99521534,-0.99651065,-0.99337454,-0.99435793,-0.99736198,-0.9977236,-0.99832144,-0.99893826,-0.99508421,-0.9975563,0.60871588,-0.79520159,-0.94007582,-0.99429146,-0.99276945,0.36203326,-0.68169816,-0.9278928,-0.99803662,-0.9977049,0.35343666,-0.36279794,-0.66522483,-0.99872646,-0.9990231,0.46819093,-0.90978578,-0.98659509,-0.54288424,-0.24954451,0.0069861792,-0.23519954,-0.75896013,0.26425623,0.030456029,1,"standing"
"25",-0.99419344,-0.99494985,-0.99333286,-0.9952337,-0.99569879,-0.99735309,-0.99740976,-0.99890363,-0.99427863,-0.99537148,0.48284287,-0.55620392,-0.77936756,-0.99444815,-0.99520624,0.36154353,-0.6259766,-0.88528127,-0.99721689,-0.99782288,0.31076193,-0.75740629,-0.94440637,-0.99873615,-0.99886745,0.73008435,-0.74638206,-0.94166398,-0.02144554,0.33700987,-0.43668499,-0.62292202,-0.75897692,0.26422361,0.030743151,1,"standing"
"26",-0.9957494,-0.99441625,-0.99251624,-0.99485866,-0.99526631,-0.99616702,-0.99717187,-0.99868261,-0.99363919,-0.99500518,0.49427509,-0.61619233,-0.8495369,-0.99439824,-0.99426938,0.33791454,-0.76625666,-0.95549576,-0.99674532,-0.99619603,0.16975243,-0.47732278,-0.80064167,-0.99838463,-0.99900752,0.67707316,-0.71546211,-0.93748334,0.025651991,0.066502648,-0.22631551,-0.22535799,-0.76219671,0.26209013,0.029403668,1,"standing"
"27",-0.9985525,-0.99776154,-0.99338553,-0.99456104,-0.99582615,-0.99579462,-0.99717422,-0.9982994,-0.99638609,-0.99864097,0.82097848,-0.8641723,-0.94072021,-0.99322754,-0.99555244,0.55391815,-0.75105785,-0.95621744,-0.99660807,-0.99570376,0.20173051,-0.20124133,-0.49243682,-0.99796927,-0.99865929,0.71828398,-0.82491892,-0.96440686,0.23106031,0.42928253,0.68115429,0.81522562,-0.76370208,0.26110336,0.028562963,1,"standing"
"28",-0.5543692,-0.18717165,-0.97526798,-0.97133698,-0.8738801,-0.96976795,-0.99023484,-0.9801139,-0.44662992,-0.19941645,-0.33811215,0.42832475,0.19482511,-0.97565857,-0.96429842,-0.31267252,0.090920462,-0.27887213,-0.97506987,-0.97112442,-0.26760821,-0.53302314,-0.82853015,-0.98331724,-0.9772135,-0.25760727,0.1561853,-0.2417813,0.013525973,0.043354353,0.021485361,0.046689153,-0.66708465,0.054216165,-0.21887457,1,"sitting"
"29",-0.93459377,-0.93195422,-0.99288968,-0.99458511,-0.89520271,-0.95274453,-0.99808771,-0.99875192,-0.95362658,-0.93096339,-0.087781605,0.65606381,0.54392943,-0.99476974,-0.99278695,0.30987137,-0.57910371,-0.85732355,-0.96970623,-0.95058339,-0.25681219,0.43433049,0.1692235,-0.99858976,-0.99876688,0.5824263,-0.74339748,-0.8995231,0.19473475,-0.14805562,0.033529451,-0.12702787,-0.56480737,-0.027044798,-0.26605456,1,"sitting"
"30",-0.97699498,-0.97105963,-0.99423479,-0.99452938,-0.94096567,-0.95416523,-0.99886254,-0.9991864,-0.97670695,-0.9712139,-0.10127908,-0.15284047,-0.5308796,-0.99398527,-0.99407461,0.41989445,-0.82801605,-0.96549224,-0.96972021,-0.95245005,-0.19922705,0.32437112,0.0094391685,-0.99897315,-0.99932551,0.75559309,-0.76862336,-0.92854834,-0.22868834,-0.097214562,0.024191641,0.0063291237,-0.57936742,-0.021566893,-0.2575301,1,"sitting"
"31",-0.81575864,-0.50812531,-0.91387886,-0.81597791,-0.68190845,-0.27136454,-0.9175591,-0.83220576,-0.61264851,-0.53386872,-0.24293782,0.14331407,-0.16925951,-0.86032147,-0.76927158,-0.12170217,0.73894612,0.51137648,-0.60433533,-0.22046404,-0.61820352,0.43766845,0.16970617,-0.87086437,-0.80216905,-0.46353347,0.74309845,0.59673312,0.17922318,0.077594975,0.05634828,-0.31672663,-0.58280626,-0.020755925,-0.25526977,1,"sitting"
"32",-0.50739668,-0.49055481,-0.86678801,-0.83897844,-0.59287987,-0.35701417,-0.88878839,-0.85172027,-0.68219367,-0.4881476,-0.59724662,0.23357911,-0.07411487,-0.85131788,-0.82288377,0.10924388,0.55746175,0.30462721,-0.65163072,-0.3117463,-0.72176765,0.41093629,0.16188028,-0.87238357,-0.83747045,-0.25455139,0.48248536,0.25609488,0.11475995,0.11443621,-0.07078246,-0.0014609828,-0.5529392,-0.053538987,-0.26042439,1,"sitting"
"33",-0.62102725,-0.48451097,-0.94302661,-0.91068062,-0.85361742,-0.81063604,-0.9660986,-0.9471408,-0.69185852,-0.47811404,-0.26523161,0.75511587,0.66127785,-0.91377977,-0.90566871,0.20968223,0.36251367,0.1259096,-0.85722556,-0.81369615,-0.10875928,0.017846477,-0.42248378,-0.94761761,-0.94961434,0.18128656,0.14335808,-0.097418302,-0.0049131687,0.033987522,-0.036067731,0.20511256,-0.41836808,-0.14254902,-0.30588383,1,"sitting"
"34",-0.91595384,-0.89361999,-0.99107291,-0.98994373,-0.93617751,-0.96711724,-0.99314699,-0.98932118,-0.90549594,-0.90262603,-0.1171333,-0.20399735,-0.61168847,-0.99033636,-0.98782658,0.2496267,-0.15555001,-0.50815085,-0.96910523,-0.97115637,0.15269307,0.0090037757,-0.29179604,-0.98956557,-0.98918242,0.12348951,-0.17681171,-0.54858082,-0.012337932,0.09462246,0.029126625,-0.13424521,-0.30588411,-0.21333904,-0.33700092,1,"sitting"
"35",-0.97480504,-0.9566084,-0.99684513,-0.99590981,-0.96385423,-0.97509882,-0.99679493,-0.99571251,-0.96861566,-0.95600866,-0.21394221,-0.031712595,-0.38416172,-0.99554762,-0.99517066,0.35068262,-0.6671916,-0.91553191,-0.98475673,-0.9733614,-0.22985723,0.43537517,0.19581871,-0.9958058,-0.9954641,0.20092475,-0.50812728,-0.86266897,0.096193097,-0.13137498,0.07763988,-0.037327157,-0.30919487,-0.22111662,-0.32645795,1,"sitting"
"36",-0.99523836,-0.99550157,-0.99763638,-0.99785691,-0.98430476,-0.98688986,-0.99703141,-0.99591487,-0.99683806,-0.99428267,0.38033394,-0.28053688,-0.57325269,-0.99778629,-0.99658205,0.20742657,-0.53693634,-0.84746142,-0.991537,-0.98593044,-0.070297819,0.12052736,-0.26759665,-0.99608502,-0.99554573,0.054594781,-0.43074372,-0.82318141,0.064398152,0.30092387,0.11765544,-0.046454587,-0.3167322,-0.21772934,-0.32332877,1,"sitting"
"37",-0.99906744,-0.99906531,-0.99661376,-0.99756977,-0.99388844,-0.9937742,-0.99658655,-0.99598442,-0.99835502,-0.99914369,0.66066759,-0.78611256,-0.94149513,-0.99779214,-0.99581104,0.27088552,-0.54669073,-0.84258109,-0.99410838,-0.99442573,0.2499139,-0.42778262,-0.74582267,-0.99603174,-0.99580097,0.092354948,-0.53746994,-0.8619262,-0.0081442943,0.55931755,0.14252698,-0.016025225,-0.31457502,-0.2189352,-0.32398842,1,"sitting"
"38",-0.9980118,-0.9955942,-0.99594417,-0.99763017,-0.99663124,-0.99631676,-0.99648651,-0.99617057,-0.99642627,-0.99473344,0.3803319,-0.68715835,-0.93188083,-0.99760323,-0.99632383,0.58411544,-0.67868066,-0.92654975,-0.99582391,-0.99733499,0.53869512,-0.63421845,-0.852381,-0.99596914,-0.99636766,0.45367772,-0.52753933,-0.83912516,-0.074261928,0.32451133,0.16126969,0.19214051,-0.31488562,-0.21916689,-0.32348431,1,"sitting"
"39",-0.92623334,-0.94594716,-0.98365142,-0.97954382,-0.62607513,-0.83659935,-0.99269133,-0.99356814,-0.9452631,-0.95362659,-0.028536046,-0.45544965,-0.78507994,-0.9795682,-0.97790115,0.13208827,-0.25399309,-0.6504026,-0.88993038,-0.83292149,-0.22143822,0.43916973,0.17663084,-0.9936382,-0.99346944,0.1908948,-0.44448238,-0.81650184,0.32125029,-0.050327903,0.58427998,-0.42619826,-0.65435613,0.0061411057,-0.21275283,1,"sitting"
"40",-0.96816289,-0.94767986,-0.9923627,-0.99272934,-0.78814522,-0.82768948,-0.99529654,-0.99563264,-0.96858175,-0.94488385,-0.33615197,0.37806198,0.14053468,-0.99263806,-0.99098543,0.36795187,-0.26571936,-0.58559207,-0.87774284,-0.82666953,-0.18956279,0.34557497,0.043375653,-0.99561812,-0.9955675,0.20703659,-0.46732609,-0.82105451,-0.033284006,-0.19260855,0.61787351,-0.51240546,-0.65078203,-0.0030485384,-0.21119617,1,"sitting"
"41",-0.99295106,-0.99577426,-0.9934185,-0.99521943,-0.92159819,-0.8924004,-0.99658889,-0.99663743,-0.99597166,-0.99538682,0.32707443,-0.65775704,-0.88829053,-0.99454495,-0.994891,0.599001,-0.76345884,-0.9347483,-0.93017017,-0.88862055,-0.23003117,0.47851932,0.22455341,-0.99665915,-0.99642101,0.10694842,-0.48985103,-0.85323158,-0.14377558,-0.23515452,0.6898658,-0.57356057,-0.64514606,-0.013061244,-0.21042962,1,"sitting"
"42",-0.9934379,-0.9938755,-0.99298342,-0.99322502,-0.9823882,-0.9765392,-0.99707243,-0.99584487,-0.9936202,-0.99409828,0.27378135,-0.6770491,-0.87871209,-0.9923338,-0.99338603,0.39526201,-0.59254385,-0.89044996,-0.98615395,-0.97464616,-0.29828361,0.39431956,0.14457934,-0.99589482,-0.99565892,0.21731284,-0.43108901,-0.77074801,0.0081153282,0.10676135,0.90058887,-0.79404589,-0.64657849,-0.012405519,-0.20965049,1,"sitting"
"43",-0.99091407,-0.99281205,-0.99379982,-0.99349987,-0.98533998,-0.98621149,-0.99734824,-0.9970187,-0.99313905,-0.99271444,0.24510134,-0.46729529,-0.73202916,-0.99341205,-0.99215353,0.26160998,-0.53851849,-0.83457724,-0.99192262,-0.98483098,-0.21274682,0.2054668,-0.1373019,-0.99675725,-0.99725922,0.45860339,-0.69613874,-0.88056095,0.046188031,0.25128679,-0.50686484,-0.58307176,-0.64706219,-0.011866506,-0.20955912,1,"sitting"
"44",-0.98754731,-0.99324099,-0.99413667,-0.99486123,-0.98075358,-0.98928227,-0.99779527,-0.99844111,-0.9933422,-0.99326591,0.18659809,-0.67133484,-0.9148493,-0.99377944,-0.99534721,0.62918951,-0.63414003,-0.89590207,-0.99468302,-0.9876524,-0.23123493,0.61794455,0.47506625,-0.99840125,-0.99822553,0.35013096,-0.44780654,-0.75140574,0.046127321,0.11245051,-0.51991455,-0.1345512,-0.64510509,-0.014516278,-0.20966409,1,"sitting"
"45",-0.99012264,-0.99402631,-0.99493458,-0.9960982,-0.98832457,-0.99026281,-0.99748502,-0.99754577,-0.99472515,-0.99349154,0.19939188,-0.64295623,-0.89832106,-0.99548811,-0.99565716,0.70330222,-0.68009875,-0.88959221,-0.99263043,-0.9900564,-0.0012291207,-0.044097021,-0.38540381,-0.99764281,-0.99717794,0.3022782,-0.33359378,-0.72037357,0.12484387,-0.37842415,-0.64146618,0.34144511,-0.64633366,-0.014783523,-0.20853819,1,"sitting"
"46",-0.99302412,-0.99767465,-0.99568683,-0.99776271,-0.99356422,-0.99467142,-0.99712892,-0.9971475,-0.99812925,-0.99681386,0.3538745,-0.65584756,-0.88928745,-0.99752566,-0.99647978,0.65638671,-0.7559221,-0.96479768,-0.99594138,-0.99444503,0.18759544,0.019224137,-0.24204616,-0.99707467,-0.99708205,0.30892364,-0.61037042,-0.88061181,0.033193662,0.33145252,-0.69379323,0.39525282,-0.64799745,-0.014168187,-0.20755542,1,"sitting"
"47",-0.99414636,-0.99825604,-0.99431393,-0.99816169,-0.99465856,-0.99446094,-0.99745873,-0.99810576,-0.99760147,-0.99838757,0.529142,-0.6956011,-0.88314744,-0.99779274,-0.99754113,0.65734523,-0.76601984,-0.93593558,-0.99603154,-0.99405488,0.063502947,-0.19867966,-0.58418213,-0.99811099,-0.99784862,0.33432718,-0.65934101,-0.91519949,-0.10809173,0.37117217,-0.50042806,0.45499243,-0.64625395,-0.016451134,-0.20766551,1,"sitting"
"48",-0.99354892,-0.99653821,-0.99348023,-0.99625649,-0.99552574,-0.99652094,-0.99758041,-0.99822544,-0.99551766,-0.9971598,0.52384488,-0.80274082,-0.95864923,-0.9965707,-0.99396034,0.46013937,-0.64966114,-0.9151595,-0.99702378,-0.99654661,0.21069155,-0.59756074,-0.87584826,-0.99823529,-0.99796309,0.31891766,-0.72975354,-0.93847392,-0.13257887,-0.3455624,0.28920185,0.35513802,-0.64604389,-0.016965715,-0.20754128,1,"sitting"
"49",-0.99264098,-0.9949077,-0.9950409,-0.99335363,-0.99504293,-0.99637214,-0.99747144,-0.99793913,-0.99490902,-0.99478688,0.37447518,-0.55781223,-0.81016026,-0.99412111,-0.99059234,0.43263467,-0.43448914,-0.7767278,-0.99644924,-0.99679823,0.26914256,-0.6056031,-0.85224222,-0.99796048,-0.99767112,0.51966408,-0.46167729,-0.72987211,0.026541028,-0.28682071,0.78579004,-0.30085729,-0.6448514,-0.017046458,-0.20844898,1,"sitting"
"50",-0.99205145,-0.99486796,-0.9959885,-0.9953607,-0.99441055,-0.99557457,-0.99706115,-0.99769576,-0.99634885,-0.99365615,0.22505426,-0.2078244,-0.46745805,-0.99602589,-0.99284617,0.34738048,-0.57671278,-0.88777607,-0.99572813,-0.99605699,0.26752082,-0.46440007,-0.76383639,-0.99765287,-0.99754752,0.32693809,-0.49730499,-0.84641778,0.12651185,0.63738869,-0.081017137,-0.18724907,-0.64322033,-0.018360329,-0.20900476,1,"sitting"
"51",-0.99147471,-0.99536861,-0.99400136,-0.99616196,-0.9936703,-0.99428791,-0.9970486,-0.99682107,-0.99593391,-0.99473486,0.35759981,-0.60371946,-0.86536477,-0.99573563,-0.99550624,0.55883202,-0.66198906,-0.91802959,-0.99442502,-0.9950137,0.23487186,-0.66408105,-0.91199077,-0.99730213,-0.99594383,-0.11142849,-0.45292151,-0.84470535,-0.17506813,0.26602165,0.28531486,0.46516674,-0.64545984,-0.017047243,-0.20796204,1,"sitting"
"52",-0.90512291,-0.83169609,-0.96035654,-0.90224092,-0.77756178,-0.81164844,-0.97326441,-0.94034612,-0.87510957,-0.83619631,-0.24178745,0.15766392,-0.13623738,-0.91028972,-0.89146988,-0.2985904,0.0088220203,-0.42029359,-0.87599774,-0.80624765,-0.27999474,0.307262,0.0089090528,-0.9524838,-0.93054398,-0.27489103,0.38390691,-0.021763829,-0.068579898,-0.043105439,-0.33224851,0.48750525,0.43247853,-0.55335148,-0.43287564,1,"laying"
"53",-0.98744609,-0.97847045,-0.99274198,-0.99320151,-0.91521896,-0.89860396,-0.99750843,-0.99865538,-0.98218097,-0.97848445,0.042903894,-0.13175283,-0.49813681,-0.99251304,-0.99296117,0.52197041,-0.73958019,-0.9483495,-0.93249135,-0.89574669,-0.24675149,0.37099728,0.077533354,-0.99853716,-0.99855628,0.42847339,-0.68763594,-0.91251203,-0.11304794,0.2230381,-0.39307466,0.35903715,0.39985328,-0.55036444,-0.42759273,1,"laying"
